Business address,Industry (ANZSIC4) description,Industry Category,Seating type,Trading name,Latitude,Longitude
29 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tasty Thai,-37.810678617,144.965725053
"Shop 0, Ground 0, 211-0 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Phoenicia Central,-37.810514744,144.962765865
"Shop 0, Ground 0, 211-0 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Saint Cinnamon,-37.810514744,144.962765865
"Shop 146, Level 1, 300-265 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Menja,-37.810514744,144.962765865
"Shop 148, Level 1, 300-0 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ichipan Crepes,-37.810514744,144.962765865
"Shop 245, Level 2, 211-0 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,La Piazza,-37.810514744,144.962765865
"Shop 7, LwrGround , 284-310 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Binario,-37.810514744,144.962765865
"Shop 70, LwrGround , 300-265 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Michel's Patisserie,-37.810514744,144.962765865
231 Exhibition Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,That Schnitzel Place,-37.810509030,144.969522301
231 Exhibition Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Schnitz On Exhibition,-37.810507525,144.969512828
231 Exhibition Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Steami House,-37.810507525,144.969512828
233 Exhibition Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Honest Food,-37.810507525,144.969512828
233 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Smith Kebabs,-37.810507525,144.969512828
"Part Ground , 222 Exhibition Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,I Bean Cafe,-37.810474703,144.970481670
"Shop 3, Ground 335-347 Swanston Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Subway Swanson Street,-37.810364616,144.963750788
"Shop 3, Ground 335-347 Swanston Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tealive,-37.810364616,144.963750788
"Unit 9, 178 Albert Street EAST MELBOURNE 3002",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kiwi Fish & Chips,-37.810048636,144.985633586
"Unit 9, 178 Albert Street EAST MELBOURNE 3002",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kiwi Tribeca Fish Burger Bar,-37.810047334,144.985624214
"Part Ground , 368 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Real Food For You,-37.809954027,144.961756757
Kiosk Lobby 130 Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Axil Coffee Roasters (Wesley Place),-37.809943672,144.968174182
"Part Ground , 23-33 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Creole Kitchen Lobby,-37.809892413,144.971382550
Part Ground 23-33 Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lobby Espresso,-37.809892413,144.971382550
166 Russell Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Espresso Bar,-37.809665794,144.966980961
"Ground , 294 Russell Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe 294,-37.809665794,144.966980961
"Ground , 294 Russell Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Rusdale Cafe,-37.809665794,144.966980961
"Ground , 294 Russell Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe Little Hut,-37.809664432,144.966971545
166 Russell Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,166 Espresso Bar,-37.809664432,144.966971545
"Ground , 294 Russell Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Russell's Kebab HSP Pizza,-37.809664432,144.966971545
"Ground , 250 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Coffee Mak,-37.809656503,144.962291213
"Ground , 250 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Jimmybeans Cafe,-37.809656503,144.962291213
"Ground , 250 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Diane Sushi on La Trobe,-37.809655128,144.962281762
"Shop 15, 242 Exhibition Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Roll Mi,-37.809415028,144.969975601
"Shop 17, 242-284 Exhibition Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Club Sandwich bar,-37.809415028,144.969975601
Ground 46 Little La Trobe Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lazzat Authentic Uyghur Cuisine,-37.809295528,144.962251285
"Shop 14, 50 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Urban Deli,-37.809196151,144.970728953
100 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Gami Chicken and Beer,-37.809137185,144.968719674
100 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Pik a Pasta,-37.809137185,144.968719674
Ground 421 Elizabeth Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tea Bag,-37.809080842,144.960469451
23 Lansdowne Street EAST MELBOURNE 3002,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,N & A Jonis Coffee Lounge & Takeaway,-37.809045064,144.978130278
"Shop G4, 163 Franklin Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Daboba,-37.809043488,144.959568784
"Part Ground , 486-492 Albert Street EAST MELBOURNE 3002",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Four,-37.809005259,144.974448902
Part Ground 486 Albert Street EAST MELBOURNE VIC 3002,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,East Side Story Cafe,-37.809005259,144.974448902
427 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,A & E Takeaway,-37.808976511,144.960435122
"Shop 4, 31-37 A'Beckett Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Wonderbao,-37.808941160,144.962610255
433 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Thai Culinary,-37.808859906,144.960352981
505-507 Spencer Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe On Spencer,-37.808836199,144.948643362
"Ground , 505-507 Spencer Street WEST MELBOURNE 3003",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Yan's Cafe,-37.808834788,144.948633829
62 A'Beckett Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Little Nooky,-37.808749841,144.961496998
"Part Ground , 321 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Australia Post Coffee Shop,-37.808637244,144.968467863
64-66 La Trobe Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,MoMo Tea,-37.808296503,144.966943414
"Part Floor 4, 124 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,QUPI,-37.808219294,144.964598132
"Ground , 36-40 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe 36,-37.808129154,144.967575168
Ground 465 Elizabeth Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Subway / Karagiannis Bros Pty Ltd,-37.808065400,144.960007559
"Part Ground , 449 Swanston Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Gloria Jean's Coffee,-37.808052443,144.962601617
"Part Ground , 449 Swanston Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Subone,-37.808052443,144.962601617
72 Hawke Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Hasty Tasty,-37.808005688,144.945587057
"Ground , 469 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sando's Kebabs,-37.807982986,144.959969561
79 Victoria Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Roasted @ QVM,-37.807832574,144.957627222
79 Victoria Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Roasted@Qvm,-37.807832574,144.957627222
"Stall 1, Shed M Queen Victoria Market 50 Peel Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,League Of Honest Coffee,-37.807832574,144.957627222
"Shop 2, 475 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sushi Hub Elizabeth 2,-37.807821746,144.959780286
"Shop 4, 481 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Borek Bakehouse,-37.807821746,144.959780286
71 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Drums Cafe,-37.807626222,144.956957603
73 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Canton Fast Food Pty Ltd,-37.807626222,144.956957603
75 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Consciousness Cafe,-37.807626222,144.956957603
75 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Moloko Cafe,-37.807626222,144.956957603
75 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ripe,-37.807626222,144.956957603
73 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Canton Fast Food,-37.807624822,144.956948108
77 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe Verona,-37.807624822,144.956948108
81 Victoria Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Funk Fish,-37.807624822,144.956948108
"Stall 10,  Peel Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Waffle Club,-37.807624822,144.956948108
"Part Ground , 50 Franklin Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Taste Buds Sandwich Bar,-37.807328656,144.961146771
"Shop 1, 39-47 Peel Street WEST MELBOURNE 3003",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lao Tuo Jia,-37.807178842,144.955412627
70 Victoria Street CARLTON VIC 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Dragonball Dumpling,-37.806714235,144.965472557
72 Victoria Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sushi Sun,-37.806709905,144.965430950
"Ground , 74 Victoria Street CARLTON 3053",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lahore grill cafe,-37.806700771,144.965352359
Ground 81-83 Peel Street WEST MELBOURNE VIC 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lukumades,-37.806287047,144.955579579
179-181 Victoria Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Soju Sushi & Bulgogi,-37.806068139,144.955613119
89 Victoria Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Chickilia,-37.806068139,144.955613119
179-181 Victoria Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mr Lee,-37.806066729,144.955603614
179-181 Victoria Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Soolzip Korean,-37.806066729,144.955603614
199 Victoria Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Annapyrna Vegie Hut,-37.806000715,144.954778104
276 Victoria Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Victorian Sandwich Bar,-37.805805589,144.957399968
"Unit 30, Ground , 1 O'Connell Street NORTH MELBOURNE 3051",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Shop 30 Coffee,-37.805722596,144.957973192
"Unit 30, Ground 1 O'Connell Street NORTH MELBOURNE VIC 3051",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Braised Ducky Lee,-37.805722596,144.957973192
Ground 320 Victoria Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kebab Connection,-37.805608698,144.955494503
"Shop 1, 350A-350 Victoria Street NORTH MELBOURNE 3051",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Melbourne Thai Cafe,-37.805426006,144.954763397
348 Victoria Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Nahm Tao Thai Kitchen,-37.805426006,144.954763397
372 Victoria Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,372 Milk Bar & Takeaway,-37.805425271,144.953970549
372 Victoria Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Bentokyo,-37.805425271,144.953970549
372 Victoria Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Master Hui's Kitchen,-37.805423949,144.953961867
372 Victoria Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Il Tartufo,-37.805423855,144.953961033
358 Victoria Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Basic Buns,-37.805378576,144.954339260
Shop Ground 362 Victoria Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Path Melbourne,-37.805378576,144.954339260
"Shop 1, Ground , 73 Cardigan Street CARLTON 3053",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cream & Crumbs,-37.805057432,144.964360826
"Ground , 500 Victoria Street NORTH MELBOURNE 3051",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Food Star Cafe,-37.804917747,144.949690442
8 Errol Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Pump Juice Bar,-37.804905746,144.949583112
8 Errol Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Appetite Food Store,-37.804904322,144.949573587
87 Cardigan Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Genevive's Fine Food,-37.804861401,144.964447197
516 Swanston Street CARLTON VIC 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,HER CAFE PTY. LTD.,-37.804837009,144.963532884
526 Victoria Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,D.D. Panda,-37.804749601,144.948724026
526 Victoria Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cindy's Kitchen,-37.804748176,144.948714505
11 Errol Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Topcatch Fish & Chippery,-37.804703567,144.949040061
11 Errol Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Salt Seafood and Burger Bar,-37.804702141,144.949030539
Lobby 552-568 Victoria Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Get On The Coffees,-37.804575114,144.947438516
Lobby 552-568 Victoria Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mission Cafe,-37.804575114,144.947438516
"Ground 0, 225-0 Queensberry Street CARLTON 3053",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Book Coffee Print Workshop,-37.804532377,144.961216211
"Ground , 595 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kay'z,-37.804442786,144.958145976
"Ground , 595 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kay'z Cafe,-37.804442785,144.958145977
104 Lygon Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Namaskar India,-37.804439104,144.966711458
104 Lygon Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tiffin,-37.804439104,144.966711458
104 Lygon Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Zam Zam on Lygon,-37.804439104,144.966711458
104 Lygon Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sr's Namaste,-37.804437702,144.966702024
104 Lygon Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sr's Namaste Indian Bistro,-37.804437702,144.966702025
"Ground , 27 Errol Street NORTH MELBOURNE 3051",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ferguson Plarre Bakehouse,-37.804348651,144.949071368
210 Queensberry Street CARLTON 3053,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sun's Takeaway,-37.804214800,144.962036590
"Unit 1, 605 Elizabeth Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Big Bang Yogurt,-37.804191575,144.958039366
Part 345 Queensberry Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Peel St Snack Bar,-37.804057959,144.956667814
49 Errol Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Dong Xing Asian Food & Sushi Noodle Bar,-37.803863212,144.949027724
49 Errol Street NORTH MELBOURNE 3051,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Fung's Asian Food & Sushi Bar,-37.803863212,144.949027724
